Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
SC3,10/11/18,Elgin,Berwick,2,4,A,0,2,A,G Beaton,19,6,6,4,20,11,9,3,1,1,0,0,1.4,4.75,7,1.42,4.33,5.75,1.45,4.1,6.5,1.43,4.29,7.86,1.4,4.6,7.5,1.45,4.6,7,35,1.5,1.42,4.75,4.28,7.86,6.66,31,1.75,1.67,2.2,2.09,14,-1.25,2.05,1.99,1.84,1.8,1.32,5.22,9.85
SC3,10/11/18,Queens Park,Peterhead,2,0,H,1,0,H,C Graham,5,10,4,5,10,12,6,7,2,2,1,0,4.33,3.6,1.8,4,3.5,1.75,4.05,3.4,1.8,4.52,3.35,1.89,4.33,3.5,1.83,4.5,3.6,1.83,35,4.52,4.14,3.65,3.41,1.9,1.8,33,1.9,1.8,2.05,1.93,13,0.5,2.05,1.97,1.89,1.79,5.03,3.55,1.78
SC3,17/11/18,Annan Athletic,Stirling,2,2,D,1,0,H,G Ross,12,8,5,3,12,13,4,2,2,4,0,0,2.2,3.4,3.2,2.2,3.4,2.75,2.15,3.4,2.95,2.23,3.53,3.2,2.3,3.6,2.9,2.3,3.6,3,34,2.3,2.19,3.6,3.4,3.2,2.95,32,1.75,1.67,2.25,2.1,15,-0.25,2.02,1.92,1.93,1.85,2.31,3.55,3.1
SC3,17/11/18,Berwick,Albion Rvs,2,0,H,1,0,H,D Dickinson,10,9,6,5,14,9,5,9,0,1,0,0,2.2,3.5,3.1,2.1,3.4,2.95,2.05,3.45,3.1,2.13,3.9,3.13,2.15,3.7,3.1,2.2,3.6,3.13,35,2.2,2.1,3.9,3.47,3.25,3.05,30,1.8,1.74,2.08,1.99,15,-0.25,1.94,1.87,1.99,1.91,2.78,3.53,2.54
SC3,17/11/18,Elgin,Clyde,1,3,A,0,2,A,S Brown,7,15,2,8,7,7,2,3,3,2,1,0,3.2,3.4,2.2,2.85,3.3,2.2,3,3.3,2.15,3.22,3.49,2.24,3,3.5,2.25,3.2,3.4,2.25,35,3.25,3.07,3.5,3.32,2.3,2.17,34,1.85,1.77,2.05,1.96,15,0.25,1.94,1.88,1.94,1.89,3.58,3.53,2.1
SC3,27/11/18,Cowdenbeath,Queens Park,2,0,H,0,0,D,S Kirkland,10,14,4,1,9,15,4,2,1,2,0,0,3.4,3.25,2.14,2.9,3.2,2.2,3.2,3.05,2.15,3.36,3.31,2.28,3.3,3.25,2.2,3.4,3.25,2.25,37,3.59,3.14,3.31,3.17,2.3,2.22,33,2.33,2.2,1.67,1.62,17,0.25,2.02,1.9,1.95,1.88,3.83,3.45,2.05
SC3,01/12/18,Albion Rvs,Cowdenbeath,1,1,D,1,1,D,P Stuart,5,10,1,4,10,7,4,10,2,1,0,1,4,3.3,1.95,3.9,3.25,1.83,3.45,3.15,2.05,3.95,3.2,2.12,3.8,3.4,2.05,3.7,3.4,2.05,35,4.1,3.67,3.5,3.24,2.12,1.98,32,1.9,1.82,2,1.92,14,0.5,1.84,1.78,2.07,2,3.86,3.3,2.1
SC3,01/12/18,Clyde,Berwick,3,3,D,0,3,A,S Kirkland,29,12,10,6,16,12,9,3,1,2,0,0,1.33,5,9,1.3,5,7,1.3,4.9,8.75,1.31,5.29,9.23,1.3,5.25,10,1.3,5.4,10,35,1.35,1.3,5.5,5.01,10,8.58,30,1.68,1.62,2.31,2.19,16,-1.5,2,1.9,1.97,1.87,1.24,6.31,10.93
SC3,01/12/18,Edinburgh City,Queens Park,2,0,H,2,0,H,S Lambie,10,6,4,4,12,16,5,7,1,2,0,1,1.72,3.6,4.75,1.72,3.5,4.1,1.7,3.25,4.85,1.76,3.37,5.45,1.7,3.4,5.5,1.73,3.5,5.4,35,1.8,1.7,3.6,3.38,5.7,4.94,30,2.31,2.2,1.65,1.62,17,-0.75,2.04,1.93,1.91,1.85,1.76,3.4,5.5
SC3,01/12/18,Peterhead,Annan Athletic,2,1,H,1,0,H,D Dickinson,13,15,7,7,13,13,0,6,3,2,0,0,1.5,4,7,1.57,3.8,4.75,1.5,4,5.75,1.54,3.98,6.81,1.57,3.9,6,1.57,4.2,5.75,35,1.6,1.52,4.4,3.99,7,5.59,32,1.7,1.65,2.27,2.14,15,-1,2,1.88,1.98,1.89,1.6,3.7,6.7
SC3,01/12/18,Stirling,Elgin,5,2,H,3,2,H,J McKendrick,12,12,6,4,10,11,5,9,2,0,0,1,2.25,3.5,3,2.25,3.4,2.7,2.2,3.3,2.95,2.31,3.4,3.17,2.3,3.4,3,2.3,3.5,3,34,2.31,2.24,3.5,3.36,3.17,2.92,32,1.83,1.73,2.13,2.02,17,-0.25,2.02,1.95,1.89,1.82,2.26,3.5,3.23
